isin,ticker
DE000KGX8881,KGX
DE000LEG1110,LEG
DE000NCA0001,NCH2
DE000PAG9113,P911
DE000PAH0038,PAH3
DE000PFSE212,PFSE
DE000PSM7770,PSM
DE000RENK730,R3NK
DE000SAFH001,SFQ
DE000SHA0100,SHA0
DE000SHL1006,SHL
DE000SPG1003,SPG
DE000STRA555,SBS
DE000SYM9999,SY1
DE000TKMS001,TKMS
DE000TRAT0N7,8TRA
DE000TUAG505,TUIFF
DE000UNSE026,UN0
DE000WACK012,WAC
DE000WCH8881,WCH
DE000WNDL300,WDL1
DE000ZAL1111,ZAL
DE000ZEAL241,TIMA
DK0010181676,CARLA
DK0010181759,CARLB
DK0010201102,KBHL
DK0010218429,BUOB
DK0010234467,FLS
DK0010237643,PARKEN
DK0010244425,MAERSKA
DK0010244508,DP4B
DK0010268366,COLUM
DK0010270347,NORTHM
DK0010272202,GMAB
DK0010272632,GNN
DK0010274414,DSN
DK0010274844,ZVR
DK0010287663,NKT
DK0010304500,VJBA
DK0010307958,JYSK
DK0010311471,ALSYDB
DK0015250344,ALMB
DK0015998017,BV3
DK0060030286,C6F
DK0060055861,CHEMM
DK0060083210,DNORD
DK0060094928,ORSTED
DK0060124691,GABR
DK0060252690,PNDORA
DK0060257814,ZEAL
DK0060336014,NSISB
DK0060448595,COLOB
DK0060497295,MATAS
DK0060520450,NAPA
DK0060542181,ISS
DK0060580512,NNIT
DK0060634707,RBREW
DK0060636678,T2V1
DK0060655629,DFDS
DK0060700516,PAALB
DK0060726743,TIV
DK0060738599,DEMANT
DK0060854669,RILBA
DK0060907293,NLFSK
DK0060946788,AMBUB
DK0060952240,BETCO
DK0060952919,NETC
DK0061412772,CADLR
DK0061412855,HUSCO
DK0061539921,VWS
DK0061686714,AOJB
DK0061802139,ALKB
DK0061804697,LDBB
DK0061804770,HLUNB
DK0062266474,GUBRA
DK0062498333,NO
DK0062502894,STRAP
DK0063855168,ROCKBC
EE0000001105,TKM1T
EE3100001751,SFG1T
EE3100003443,TPD1T
EE3100004250,HAE1T
EE3100004466,TAL1T
EE3100006040,PKG1T
EE3100016965,EEG1T
EE3100019753,SAUNA
EE3100021635,TSM1T
EE3100026436,TVE1T
EE3100034653,ARC1T
EE3100039496,D8O
EE3100060344,LINDA
EE3100073438,MAGIC
EE3100076407,BERCM
EE3100082306,HPR1T
EE3100088402,HAGEN
EE3100092503,VSN1T
EE3100098328,MRK1T
EE3100101031,PRF1T
EE3100102203,LHV1T
EE3100149394,INF1T
ES0105025003,MRL
ES0105027009,LOG
ES0105029005,FACE
ES0105043006,NTH
ES0105046017,AENA
ES0105065009,TLGO
ES0105066007,CLNX
ES0105079000,GRE
ES0105089009,LLN
ES0105122024,MVC
ES0105130001,DOM
ES0105148003,ATRY
ES0105223004,GEST
ES0105229001,CASH
ES0105251005,HOME
ES0105287009,AEDAS
ES0105375002,EAT
ES0105376000,ARM
ES0105405007,YADR
ES0105456026,HLZ
ES0105517025,EIDF
ES0105536009,MLKTSEUR
ES0105546008,LDA
ES0105548004,ENER
ES0105563003,ANE
ES0105589008,END
ES0105630315,CIE
ES0105634002,ENRS
ES0105659009,APG
ES0105687000,ETC
ES0105691002,ATSI
ES0105704003,ALVIR
ES0105709002,GGR
ES0105719001,MLBIO
ES0105777017,PUIG
ES0105836003,IMC
ES0105848008,COXG
ES0105884011,CIRSA
ES0109067019,AMS
ES0109427734,YT2A
ES0109429037,ALISP
ES0110047919,OLE
ES0112320009,COM
ES0112458312,AZK
ES0112501012,AZU
ES0113211835,BOY
ES0113679I37,BKT
ES0113900J37,BSD2
ES0114820113,VOC
ES0116870314,GAN
ES0116920333,GCNJF
ES0118594417,IDR
ES0119037010,CBAV
ES0121975009,CAF
ES0122060314,FCC
ES0124244E34,MAP
ES0125140A14,ECR
ES0125220311,ANA
ES0126501131,ALNT
ES0126775008,DIA
ES0127797019,EDPR
ES0129743318,ENO
ES0130625512,ENC
ES0134950F36,FAE
ES0137650018,FDRE
ES0140609019,CIXPF
ES0141571192,GAM
ES0142090317,HUA
ES0144580Y14,IBE
ES0147561015,IBG
ES0148396007,ITX
ES0157261019,ROVI
ES0165359029,RJF
ES0165386014,SLR
ES0167050915,ACS
ES0167733015,ORY
ES0169350016,PVA
ES0169501022,PHM
ES0171743901,PZ41
ES0171996095,GRF/P
ES0172708234,RDT1
ES0173093024,RED
ES0173358039,R4
ES0173516115,REP
ES0173908015,RLIA
ES0175438003,PSG
ES0176252718,MEL
ES0178165017,TRE
ES0178430E18,TEF
ES0180907000,UNI
ES0180918015,GSJ
ES0182870214,SCYR
ES0183304080,SQRL
ES0183746314,VID
ES0184262212,VIS
FI0009000103,ALBAV
FI0009000202,KKOYF
FI0009000251,LINDEX
FI0009000277,TTEB
FI0009000400,FSKRS
FI0009000459,HOYFF
FI0009000665,MSRB
FI0009000681,NOKIA
FI0009002422,OUTA
FI0009002943,RATV
FI0009003503,APETIT
FI0009004741,RAUTE
FI0009004824,KEM
FI0009005078,PNS
FI0009005250,VIK1V
FI0009005318,TYRES
FI0009005482,BIOBV
FI0009005870,KCR
FI0009005953,STEAV
FI0009005961,ENUR
FI0009005987,UPM
FI0009006308,HKFOODS
FI0009006407,ICP1V
FI0009006548,ATRAV
FI0009007132,FOT
FI0009007264,BITTI
FI0009007306,EXL1V
FI0009007355,RAP1V
FI0009007546,KSL
FI0009007611,STER
FI0009007660,MEKKO
FI0009007694,SANOMA
FI0009007728,TLT1V
FI0009007884,ELISA
FI0009007900,KESKOA
FI0009007983,DIGIA
FI0009007991,SOLTEQ
FI0009008072,ASPO
FI0009008080,ACG1V
FI0009008098,DOV1V
FI0009008270,SSH1V
FI0009008452,WUF1V
FI0009008650,ETTE
FI0009008668,QPR1V
FI0009008924,KHG
FI0009009377,CAPMAN
FI0009009559,FOAMIT
FI0009009617,EQV1V
FI0009010854,LAT1VUSD
FI0009010862,SUY1V
FI0009010912,REG1V
FI0009012793,WETTERI
FI0009013114,ALMA
FI0009013296,NESTE
FI0009013403,KNEBV
FI0009014351,ORIOLA
FI0009014377,ORINF
FI0009014575,METSO
FI0009800098,AFAGR
FI0009800205,ILKKA2
FI0009800296,REKA
FI0009800379,PNA1V
FI0009800551,SAGCV
FI0009800643,YIT
FI0009900104,HONBS
FI0009900187,NLG1V
FI0009900237,KELAS
FI0009900385,MARAS
FI0009900401,OLVAS
FI0009900468,REBL
FI0009900559,INVEST
FI0009900583,TUZA
FI0009900658,ELEAV
FI0009900682,VAIAS
FI0009900724,YKK
FI4000014238,LOIHDE
FI4000029905,SCANFL
FI4000043435,SIILI
FI4000049812,VERK
FI4000058870,AKTIA
FI4000062195,TAALA
FI4000064332,NOHO
FI4000074984,VALMT
FI4000081427,UNITED
FI4000087861,HRTIS
FI4000092523,EAGLES
FI4000092556,PIHLIS
FI4000115464,DETEC
FI4000123195,ENENTO
FI4000150016,ROBIT
FI4000153309,FARN
FI4000153465,ALEX
FI4000153580,TNOM
FI4000170915,ALISA
FI4000178256,CONSTI
FI4000185533,VINCIT
FI4000197934,TOKMAN
FI4000198031,QTCOM
FI4000206750,KAMUX
FI4000232913,FONDIA
FI4000251830,ADMCM
FI4000251897,REMEDY
FI4000251954,NORRH
FI4000252127,TTALO
FI4000260583,BONEHH
FI4000270350,TITAN
FI4000283130,GOFORE
FI4000292438,ANORA
FI4000301585,ESENSE
FI4000306733,OMASP
FI4000306873,HARVIA
FI4000312251,KOJAMO
FI4000322326,EEZY
FI4000330972,NANOFH
FI4000348651,INDERES
FI4000348909,SBI
FI4000349113,OVARO
FI4000349212,VIAFIN
FI4000364120,LEADD
FI4000369442,SPRING
FI4000369608,AALLON
FI4000369947,CTY1S
FI4000390943,NETUM
FI4000391487,RELAIS
FI4000400262,FODELIA
FI4000410758,MUSTI
FI4000410881,OPTOMED
FI4000452545,SOLWERS
FI4000476783,CTH1V
FI4000476866,KREATE
FI4000480215,SITOWS
FI4000480454,BRETEC
FI4000480504,ORTHEX
FI4000490875,HEALTH
FI4000496328,FIFAXEUR
FI4000496716,TOIVO
FI4000506811,NXTMH
FI4000506902,MERUS
FI4000507124,PUUILO
FI4000507595,SPINN
FI4000507934,AIFORIA
FI4000508023,PAMPALO
FI4000511506,MODU
FI4000511563,ECOUP
FI4000511597,LAPWALL
FI4000512488,LAMOR
FI4000512496,CANATU
FI4000512587,BETOLAR
FI4000512678,LEMON
FI4000513015,DWF
FI4000513437,EVLI
FI4000513593,KEMPOWR
FI4000517461,WITTED
FI4000517602,ASUNTO
FI4000517966,GRK
FI4000519202,TRH1V
FI4000519228,DTV0
FI4000519236,FSECURE
FI4000523675,SRV1V
FI4000533005,KOSKI
FI4000552500,SAMPO
FI4000552526,MANTA
FI4000567029,FAI0
FI4000570890,TEM1V
FI4000571013,HIAB
FI4000571054,KALMAR
FI4000577192,SFOODS
FI4000582143,DUELL
FI4000587340,GLA1V
FO0000000179,BAKKA
FR0000030074,MALT
FR0000031023,ELEC
FR0000031106,MLTRO
FR0000031577,VIRP
FR0000031775,VCT
FR0000031973,FSDV
FR0000032526,GBT
FR0000032658,SDG
FR0000033003,ALTOU
FR0000033243,IMDA
FR0000033599,ALLEX
FR0000033888,ALGEV
FR0000033904,JCQ
FR0000035081,CDMGF
FR0000035305,ALBDMEUR
FR0000035370,BLC
FR0000035719,EEM
FR0000036675,CEN
FR0000036816,EIFF
FR0000038184,FIPP
FR0000038242,LBIRD
FR0000038465,ALPAS
FR0000038531,ALHF
FR0000038606,MTU
FR0000039091,RBT
FR0000039216,AREIT
FR0000039232,AURE
FR0000039299,BOL
FR0000039620,MRN
FR0000044448,NEX
FR0000044471,GDS
FR0000044943,ALLOG
FR0000045072,ACA
FR0000045601,CBE
FR0000050049,VIL
FR0000050353,FII
FR0000050395,CROS
FR0000050809,SOP
FR0000051070,MRELF
FR0000051393,IDIP
FR0000051807,TEP
FR0000052292,RMS
FR0000052680,SBT
FR0000052755,MLEDS
FR0000053027,AKW
FR0000053035,GEA
FR0000053043,ALAVI
FR0000053225,MMT
FR0000053506,ALCGM
FR0000053944,SPEL
FR0000054132,ALDEL
FR0000054199,DPT
FR0000054215,UNBL
FR0000054231,HCO
FR0000054322,ALCBX
FR0000054371,MLSRP
FR0000054421,ALBOU
FR0000054470,UBI
FR0000054900,TFI
FR0000060071,SAMS
FR0000060121,SABE
FR0000060303,COVH
FR0000060428,MLCMB
FR0000060451,ALLUX
FR0000060535,ORIA
FR0000060790,ALGIR
FR0000060824,FINM
FR0000060840,ALDEV
FR0000060873,MBWS
FR0000060907,CHSR
FR0000061129,BOI
FR0000061137,BUR
FR0000061244,ALORA
FR0000061418,SACI
FR0000061459,PERR
FR0000061475,EFI
FR0000061608,ALPDX
FR0000061780,AUGR
FR0000062101,FCMC
FR0000062150,BLEE
FR0000062234,ODET
FR0000062465,AAA
FR0000062671,EXA
FR0000062788,BUI
FR0000062796,VRPMF
FR0000062978,DKUPL
FR0000063307,TAYN
FR0000063737,BAQ
FR0000063935,BON
FR0000064164,ALEXA
FR0000064271,STF
FR0000064297,ALINN
FR0000064404,EDI
FR0000064446,ALCIS
FR0000064578,COV
FR0000064602,ACAN
FR0000064735,MLHYD
FR0000064784,PEUG
FR0000064958,ITXT
FR0000065260,DPAM
FR0000065278,ALHOP
FR0000065393,COUR
FR0000065484,LSS
FR0000065492,SLCO
FR0000065773,MLIMP
FR0000065864,ALSOG
FR0000065971,GRVO
FR0000066441,ALPJT
FR0000066540,ALHRG
FR0000066607,LCRXF
FR0000066722,GUI
FR0000066755,PIG
FR0000066961,ALDBL
FR0000071946,ATE
FR0000072373,EGID
FR0000072597,IL8
FR0000073041,PV6
FR0000073272,SAF
FR0000073298,IPZ
FR0000074148,BZ1
FR0000074197,FPG
FR0000074254,BD6
FR0000074759,ALFLE
FR0000074775,ALSAS
FR0000074783,AJP
FR0000075343,ALEMG
FR0000075442,ALLDL
FR0000075954,RI7
FR0000076655,ALATI
FR0000076861,EOS
FR0000076952,ARTO
FR0000076960,MLGRC
FR0000076986,MONC
FR0000077919,DCS
FR0000077992,MLPAC
FR0000079147,ALU10
FR0000079691,MLIDS
FR0000120073,AIL
FR0000120107,SAVE
FR0000120172,CA
FR0000120271,TTE
FR0000120503,EN
FR0000120560,QDT
FR0000120578,SAN
FR0000120628,CS
FR0000120669,NAE
FR0000120693,RI
FR0000120859,NK
FR0000121014,MC
FR0000121121,RF
FR0000121147,FRVIA
FR0000121204,MF
FR0000121220,SW
FR0000121295,ALBON
FR0000121329,HO
FR0000121485,KER
FR0000121667,ESL
FR0000121691,NRG
FR0000121709,SK
FR0000124141,VIE
FR0000124414,ALBI
FR0000124570,OPM
FR0000125338,CAP
FR0000127771,VIV
FR0000130213,MMB
FR0000130395,RCO
FR0000130403,CDI
FR0000130577,PUB
FR0000130692,CRI
FR0000130809,GLE
FR0000131104,BNP
FR0000131906,RNL
FR0000185423,ALDAR
FR0000185464,MLNOV
FR0004007813,KOF
FR0004010338,GJAJ
FR0004016699,ALTPC
FR0004023208,BASS
FR0004024222,ITP
FR0004027068,ALLAN
FR0004029411,ALKEY
FR0004030708,ALDUB
FR0004031763,OHE
FR0004034072,XIH
FR0004034320,ALMRB
FR0004034593,ALFBA
FR0004038263,PAOTF
FR0004040608,ABCA
FR0004044600,ALPRI
FR0004045847,ALVDM
FR0004050250,NE9
FR0004052561,PROAC
FR0004053510,ALGEN
FR0004056851,VLA
FR0004065605,MEDCL
FR0004065639,ALNSE
FR0004125920,AMUN
FR0004153930,ALTAO
FR0004154060,NGP
FR0004155000,EKN
FR0004155687,ALMAS
FR0004156297,LIN
FR0004159473,ALHEX
FR0004163111,GNFT
FR0004165801,HDP
FR0004170017,LNA
FR0004171346,ALNXT
FR0004172450,ALMIN
FR0004174233,ALBLD
FR0004175099,ALTROEUR
FR0004175842,SELER
FR0004186856,VETO
FR0004187367,ALFRE
FR0004188670,TKTTEUR
FR0005175080,TNG
FR0005843125,MLHYE
FR0005854700,ALI2S
FR0006174348,BVI
FR0006205019,MLCAC
FR0006239109,CBSM
FR0006859039,MLIPP
FR0006864484,LPE
FR0007052782,CAC
FR0007054358,LYSX
FR0007056841,DJAM
FR0007075494,MGT
FR0007080254,ALLHB
FR0007200100,MLEDR
FR0010010827,ETFMIB
FR0010040865,GFC
FR0010086371,MLIML
FR0010095596,C4X
FR0010112524,NXI
FR0010120402,ALTHE
FR0010131409,ALLIX
FR0010150458,E40
FR0010151589,CAA
FR0010157115,ALERO
FR0010169920,ALPRE
FR0010193052,ALCAT
FR0010193979,CBOT
FR0010202606,ALBFR
FR0010204453,ALMGI
FR0010208488,ENGI
FR0010209809,SFCA
FR0010214064,GPE
FR0010220475,AOMFF
FR0010241638,MERY
FR0010245514,JPN
FR0010259150,IPN
FR0010261198,LYY5
FR0010282822,VU
FR0010291245,VMX
FR0010298620,MEMS
FR0010307819,LRP
FR0010309096,D2L
FR0010313486,ALPROEUR
FR0010313833,AKE
FR0010315770,WLD
FR0010328302,MLMAD
FR0010331421,IDD
FR0010337865,ALUPG
FR0010340141,ADP
FR0010340711,ALAQU
FR0010341032,INEA
FR0010342592,LQQ
FR0010353888,ALMDG
FR0010361683,INDI
FR0010375766,LYINR
FR0010380626,ALPRG
FR0010386334,CLARI
FR0010396309,ALHIT
FR0010397232,ALNOV
FR0010397901,ALTRI
FR0010404368,ALDLS
FR0010405431,LYXGRE
FR0010411884,BX4
FR0010411983,SCRUSD
FR0010417345,DBV
FR0010424135,BSXP
FR0010424143,BXX
FR0010424697,ALENT
FR0010425595,ZVA
FR0010428771,XXT
FR0010429068,LYXLEM
FR0010435297,LYLEM
FR0010436584,ALDNX
FR0010446146,BERMIB
FR0010446666,XBRMI
FR0010447086,MLCHE
FR0010451203,E7V
FR0010465534,ALEO2
FR0010468983,LYXLVE
FR0010478248,ALATA
FR0010481960,ARG1
FR0010485268,ALFPC
FR0010490920,ALECP
FR0010492199,FAR
FR0010500363,MLNMA
FR0010510800,CSH1
FR0010523167,ALROC
FR0010524777,LYNRJ
FR0010527275,LYWAT
FR0010528059,ALSTW
FR0010557264,AB
FR0010588079,FREY
FR0010591362,SHC
FR0010592014,LVC
FR0010609206,OREGE
FR0010609263,ALMKT
FR0010641449,ALAGR
FR0010654087,ALTXC
FR0010655704,CF1
FR0010655712,CG1
FR0010655746,CS1
FR0010667147,COFA
FR0010688465,MLWEA
FR0010717090,CD8
FR0010722819,ALKAL
FR0010754200,C3M
FR0010755611,CL2
FR0010756114,CM9
FR0010766667,ALVU
FR0010768770,MLWEY
FR0010776617,ALMER
FR0010785790,ALPAT
FR0010790980,C5E
FR0010812230,ALSRS
FR0010820274,ALREW
FR0010821819,CU9
FR0010823724,MLFTI
FR0010827741,MLMGL
FR0010828137,CARM
FR0010869495,DSD
FR0010869578,DSB
FR0010882886,MLEFA
FR0010889386,ALQWA
FR0010907956,ALCAR
FR0010908533,EDEN
FR0010908723,ALINT
FR0010929125,IDL
FR0010930644,ANRJ
FR0010972091,MLCMI
FR0010979377,MLACT
FR0011005933,ALBIO
FR0011023621,BTPS
FR0011033083,ALMOU
FR0011038348,ALKLA
FR0011040500,74SW
FR0011041011,ALBLU
FR0011049824,ALMDT
FR0011051598,ALMIB
FR0011052257,ALGBE
FR0011053636,ALCPB
FR0011092089,MLCLI
FR0011158823,MLIFC
FR0011179886,ALINS
FR0011184241,ADOC
FR0011208693,ALGLD
FR0011217710,ALMET
FR0011271600,ALGAE
FR0011341205,NANO
FR0011464452,ALSGD
FR0011466069,EKI
FR0011475078,JPNH
FR0011476928,FNAC
FR0011490648,ALESA
FR0011532225,ALVGO
FR0011550177,ESD
FR0011550185,ESE
FR0011550193,ETZ
FR0011550672,ETZD
FR0011550680,ESDD
FR0011605617,MLVIN
FR0011636083,ALNLF
FR0011648716,ALCRB
FR0011648971,ALQGC
FR0011660927,WLDH
FR0011665280,FGA
FR0011669845,WLDU
FR0011716265,ALCJ
FR0011720911,CNAA
FR0011726835,GTT
FR0011758085,ITAMID
FR0011776889,MLUMG
FR0011857234,MD4X
FR0011858190,ALREA
FR0011884378,ALUCIEUR
FR0011898584,ALUVI
FR0011950682,SEFER
FR0011950732,ELIOR
FR0011981968,WLN
FR0011992700,ATEME
FR0011995588,VLTSA
FR0012127173,OSE
FR0012185536,ARTEP
FR0012202497,ALDMS
FR0012300424,MLFDV
FR0012333284,ABVX
FR0012336691,MLHCF
FR0012399731,MSEC
FR0012399772,MSEX
FR0012399806,MSEU
FR0012419307,ALPUL
FR0012432516,POXEL
FR0012435121,ELIS
FR0012532810,WAGA
FR0012596468,ALSEN
FR0012612646,PARP
FR0012613610,ALPWG
FR0012616852,ABNX
FR0012634822,MAAT
FR0012709160,ALUNT
FR0012739431,ETDD
FR0012740983,ETBB
FR0012757854,SPIE
FR0012819381,ALGIL
FR0012821890,HJMA
FR0012821916,ALHYP
FR0012872141,JBOG
FR0012882389,EQS
FR0013006558,SRP
FR0013015583,ALPOU
FR0013018124,NXOA
FR0013030152,FDE
FR0013041530,ESEH
FR0013053535,ALMLB
FR0013060100,ALIMR
FR0013079092,ALWEC
FR0013143872,ALWIT
FR0013153541,MDM
FR0013154002,DIM
FR0013155975,MLSDN
FR0013156007,ALKLK
FR0013176526,FR
FR0013178712,ALPCV
FR0013183985,SIGHT
FR0013185857,ABEO
FR0013209921,WLDX
FR0013214145,SMCP
FR0013227113,SOH1
FR0013230067,MLFNP
FR0013230612,TKO
FR0013230950,ALTAI
FR0013233012,IVA
FR0013240934,ALERS
FR0013252186,PVL
FR0013253812,MLALV
FR0013254851,ALVAL
FR0013257409,ALCOF
FR0013258399,BALYO
FR0013258662,AYV
FR0013269123,RUI
FR0013280286,BIM
FR0013283108,ALDLT
FR0013284627,ALARF
FR0013286259,ALTHX
FR0013295789,TFF
FR0013296746,ALDVI
FR0013308582,ALLGO
FR0013310281,MLOCT
FR0013318052,ALORD
FR0013330792,ALNN6
FR0013331212,ALDNE
FR0013333077,CVX
FR0013333432,THEP
FR0013335742,ALLEC
FR0013340973,MLBSP
FR0013341781,AL2SI
FR0013344173,RBO
FR0013345493,ALTUV
FR0013356755,ALEMV
FR0013371507,MLCOT
FR0013374667,ALKKO
FR0013379484,S30
FR0013380607,CACC
FR0013384369,ALBKK
FR0013398997,ALCUR
FR0013400835,ALMAR
FR0013410370,ALAMG
FR0013419876,ALVAP
FR0013426004,ALCLA
FR0013429404,ALGTR
FR0013447729,VRLA
FR0013451044,ALHGR
FR0013451333,FDJU
FR0013452281,ALAGP
FR0013455482,ATLD
FR0013467479,CSTM
FR0013470168,ALIMP
FR0013481835,ALKLH
FR0013482791,NACON
FR0013505062,TCH
FR0013506730,VK
FR0013530102,ALVG
FR0014000MR3,ERF
FR0014000RP6,ALIMO
FR0014001PM5,ALHRS
FR0014002H76,MIBA
FR0014003AQ4,EXPL
FR0014003FW1,PABV
FR0014003IY1,WLDC
FR0014003N93,WLDHC
FR0014003T71,ALODC
FR0014003TT8,DSYA
FR0014003U94,ARAMI
FR0014003VY4,HDF
FR0014003XT0,ALNFL
FR0014004362,ALESE
FR0014004974,ALENO
FR0014004EC4,ALPM
FR0014004L86,AM
FR0014004QR6,ALIBR
FR0014004QZ9,ALDIEEUR
FR00140059B5,ALAUD
FR0014005AC9,ALAFY
FR0014005AL0,ANTIN
FR0014005HJ9,OVH
FR0014005SB3,FORSE
FR00140066X4,ALTHO
FR0014008VX5,EAPI
FR0014009YQ1,LHYFE
FR001400A3Q3,ALICA
FR001400AHX6,ABLD
FR001400AJ45,ML
FR001400AYG6,DEEZR
FR001400BMH7,TRACT
FR001400CFI7,AW5
FR001400CM63,ALOPM
FR001400DIY6,ALCAB
FR001400H2X4,ALTD
FR001400H3A0,ALMCE
FR001400IE67,MHM
FR001400IUV6,ALWTR
FR001400IV58,ALAVE
FR001400J770,AFR0
FR001400JWR8,ARVEN
FR001400JXA2,ALVER
FR001400JY13,LAT
FR001400KO61,ALJXR
FR001400LO86,ALDBT
FR001400M1R1,ALGEC
FR001400MDW2,ALSTI
FR001400N2P2,ALSPW
FR001400NLM4,OPA1
FR001400OKR3,CO
FR001400OLP5,ALBPS
FR001400OS22,BOOSTEUR
FR001400PFU4,PLNW
FR001400PVN6,VIRI
FR001400Q9V2,EXENS
FR001400QW73,MLIME
FR001400RF99,ALNMG
FR001400SA10,LOCAL
FR001400SF56,LOUP
FR001400SP13,JPZ
FR001400SU99,FMONC
FR001400SUB7,CBDG
FR001400SVN0,ALDRV
FR001400TL40,ALHG
FR001400U4P9,ALODY
FR001400UT31,ALADO
FR001400X2S4,ATO
FR001400YYJ0,FINZ
FR001400ZU25,ALSAF
FR0014010856,ALNEV
FR0014010DV3,MLODT
FR0014010HV4,LWLD
FR0014010QE1,ALHPI
FR0014011ND8,MTVFR
FR0014011O84,ALALO
FR0014011QJ8,ALEUP
GA0000121459,EC
GB0000055888,DSCV
GB0000060532,NET
GB0000163088,SDY
GB0000197722,EOT
GB0000280353,ALU
GB0000456144,ANTO
GB0000536739,AHT
GB0000600931,BMS
GB0000667013,AVON
GB0000811801,BTRW
GB0000904986,BWY
GB0000961622,BIH
GB0001110096,BOOT
GB0001351955,CLBS
GB0001367019,BLND
GB0001500809,TLW
GB0001638955,JDW
GB0001667087,CAM
GB0001771426,ACSO
GB0001826634,DPLM
GB0001859296,VTY
GB0001990497,CTY
GB0002018363,CKN
GB0002074580,GNS
GB0002259116,GHH
GB0002318888,CWK
GB0002341666,CRL
GB0002374006,DGE
GB0002418548,ELM
GB0002634946,BA/
GB0002652740,DLN
GB0002869419,BYG
GB0002875804,BATS
GB0002998192,IDOX
GB0003081246,ELCO
GB0003096442,RS1
GB0003287249,IGP
GB0003308607,FA9
GB0003362992,FTC
GB0003395000,FSJ
GB0003450359,JIGI
GB0003452173,FGP
GB0003466074,FCIT
GB0003656021,BGCG
GB0003718474,GAW
GB0003781050,GDWN
GB0004052071,HLMA
GB0004082847,STAN
GB0004270301,HILS
GB0004281639,IOM
GB0004300496,PAF
GB0004478896,HTG
GB0004526900,IGR
GB0004544929,ITB
GB0004657408,MTO
GB0004762810,JSG
GB0004866223,KLR
GB0004915632,KIE
GB0005405286,5
GB0005518872,MACF
GB0005576813,HWDN
GB0005603997,LGEN
GB0005746358,MCB
GB0005774855,BRWM
GB0005957005,MSI
GB0006027295,MGAM
GB0006094303,MUL
GB0006215205,MCG
GB0006389398,NICL
GB0006449366,ECOR
GB0006523608,NWF
GB0006640972,FOUR
GB0006731235,ABF
GB0006776081,PSON
GB0006825383,PSN
GB0006870611,GBGPF
GB0006928617,UTG
GB0007099541,PRU
GB0007156838,SNX
GB0007188757,RIO1
GB0007323586,RSW
GB0007366395,RCP
GB0007538100,MPE
GB0007655037,SUS
GB0007669376,STJ
GB0007908733,SCT
GB0007958233,SNR
GB0007980591,BP/
GB0008025412,SHI
GB0008085614,MGNS
GB0008475088,RWA
GB0008481250,MEGPL
GB0008706128,LLOY
GB0008711763,TTG
GB0008782301,TW/
GB0008976119,CCT
GB0009035741,TRD
GB0009039941,MRR
GB0009223206,SN/
GB0009390070,VLX
GB0009465807,WEIR
GB0009697037,BAB
GB0009895292,AZN
GB0009896605,ZTF
GB0022569080,DOX
GB0030181522,TRB
GB0030232317,MPGPF
GB0030913577,BT/A
GB0030927254,ASC
GB0031215220,CCL
GB0031232498,IEM
GB0031274896,MKS
GB0031348658,BARC
GB0031429219,LWDB
GB0031509804,EKF
GB0031638363,IT1
GB0031743007,BB2
GB0031775819,RGPMF
GB0031852162,JI5
GB0032036807,EAH
GB0032398678,JDG
GB0032706284,CDGP
GB0033147751,BMY
GB0033195214,KGF
GB0033278473,FUM
GB0033986497,IJ7
GB0034212331,WYN
GB0034330679,CLBX
GB00B00FHZ82,GBS
GB00B00FPT80,CSNRF
GB00B00KV284,GCM
GB00B012BV22,MSLH
GB00B012TP20,HFD
GB00B0130H42,ITM
GB00B013H060,MBH
GB00B019KW72,SBRY
GB00B01F7T14,SAA
GB00B01JLR99,NNOCF
GB00B01QGK86,NCC
GB00B021F836,WINE
GB00B02J6398,ADM
GB00B02LCQ05,AGY
GB00B0305S97,BTG
GB00B033F229,CNA
GB00B03HDJ73,STOB
GB00B04V1276,GRI
GB00B06QFB75,IGGUSD
GB00B0744B38,BNZL
GB00B07RVT99,TSTL
GB00B082RF11,RTO
GB00B0BRN552,BGO
GB00B0C18177,A4A
GB00B0CY5V57,SQZZF
GB00B0FVQX23,RKH
GB00B0H2K534,P2F
GB00B0KM9T71,S8T
GB00B0LCW083,HIK
GB00B0MTC970,HSP
GB00B0P8RJ60,IGC
GB00B0SWJX34,LSEG
GB00B0WD0R35,S8F
GB00B0WMWD03,QQ/
GB00B0YD2B94,CHRT
GB00B104RS51,CLIG
GB00B10RZP78,ULVRUSD
GB00B11DDB67,QED
GB00B11V7W98,ALW
GB00B125SX82,PANR
GB00B132NW22,ASHM
GB00B135BJ46,SVS
GB00B14SKR37,CMCX
GB00B15KXN58,ALUM
GB00B15KXQ89,COPA
GB00B15KXV33,CRUD
GB00B15KXW40,UGAS
GB00B15KY096,CATL
GB00B15KY211,NICK
GB00B15KY435,SOYO
GB00B15KY542,SOYB
GB00B15KY658,SUGA
GB00B15KY872,ZINC
GB00B15KY989,AIGC
GB00B15KYB02,AIGE
GB00B15KYC19,AIGO
GB00B15KYF40,AIGP
GB00B15KYG56,AIGI
GB00B15KYH63,AIGA
GB00B15KYJ87,AIGS
GB00B15KYK92,AIGL
GB00B15KYL00,AIGG
GB00B1722W11,JET2
GB00B17BBQ50,INVP
GB00B17WCR61,SNWS
GB00B18S7B29,AFC
GB00B19NLV48,EXPGF
GB00B19Z1432,PZC
GB00B1CKQ739,DNLML
GB00B1FH8J72,SVT
GB00B1FP6H53,MBPFF
