isin,ticker
IE00BDD48R20,VDUC
IE00BDD48S37,VSCE
IE00BDDRDW15,EMES
IE00BDDRDY39,JMBE
IE00BDDRF478,IUCM
IE00BDDRF700,ITEK
IE00BDF12W49,DEMR
IE00BDF16114,DFEA
IE00BDFBTQ78,GDIG
IE00BDFC6G93,JPMB
IE00BDFC6Q91,JPST
IE00BDFGJ627,FLOA
IE00BDFJYM28,IUAE
IE00BDFJYP58,WIAU
IE00BDFK1573,IBTE
IE00BDFL4P12,ICOM
IE00BDGMC594,AVDL
IE00BDGN9Z19,XMVE
IE00BDGV0308,USFM
IE00BDGV0415,USFMA
IE00BDQYWQ65,TIP5
IE00BDQZ5152,ICBU
IE00BDR55471,AWSRIA
IE00BDR55927,AWSRIE
IE00BDR5H073,GENDEE
IE00BDR5HM97,XUHY
IE00BDS67326,EMLC
IE00BDT6FP91,SPF1
IE00BDT8V027,PRFE
IE00BDVJF675,PRFD
IE00BDVPNG13,WTAI
IE00BDVPNS35,WXAG
IE00BDVPNV63,EXAG
IE00BDVPTJ63,XUFB
IE00BDZCKK11,PQVM
IE00BDZVH859,ITPG
IE00BDZVH966,0TPE
IE00BDZVHD04,DPYE
IE00BDZVHG35,BTEE
IE00BDZZTM54,SUWS
IE00BF0BCP69,BCOG
IE00BF0L3536,AIBG
IE00BF0M2Z96,BATT
IE00BF0M6N54,ECOM
IE00BF11F458,0FLE
IE00BF11F565,IEAA
IE00BF16M727,CIBR
IE00BF1B7389,SPP1
IE00BF1QPL78,SPFE
IE00BF20LF40,EUMD
IE00BF2B0K52,FLXE
IE00BF2B0L69,FLXD
IE00BF2B0M76,FLXX
IE00BF2B0P08,FLXU
IE00BF2FL590,FEUD
IE00BF2FN646,TREX
IE00BF2FN869,TRDE
IE00BF2FNG46,TRE3
IE00BF2FNJ76,T3RE
IE00BF2FNQ44,TRE7
IE00BF2FPB31,T7EU
IE00BF2GFH28,TRES
IE00BF2GFK56,TRFE
IE00BF2NR112,GRP
IE00BF2QSQ20,IUQD
IE00BF3N6Y61,LQEE
IE00BF3N6Z78,CRPU
IE00BF3N7102,IHYE
IE00BF3N7219,WNGE
IE00BF3NC260,HYGU
IE00BF4G6Y48,JREG
IE00BF4G6Z54,JREM
IE00BF4G7076,JREU
IE00BF4G7183,JREE
IE00BF4J0300,CMOE
IE00BF4NQ904,HMCA
IE00BF4RFH31,WSML
IE00BF4TW453,3UBS
IE00BF4TW560,1GIS
IE00BF4TW784,UL3S
IE00BF4TWF63,BENE
IE00BF51K132,PEMD
IE00BF540Y54,AGBP
IE00BF540Z61,GFA
IE00BF541080,HYEM
IE00BF553838,EMSA
IE00BF59RV63,JRUB
IE00BF59RW70,JR15
IE00BF59RX87,JRBE
IE00BF5DXP42,BLOK
IE00BF5GB717,EFRN
IE00BF5LJ058,IPIREUR
IE00BF8HV600,STHE
IE00BF8HV717,COVR
IE00BF8J5974,XYLD
IE00BF92J153,DPAY
IE00BF92LV92,5HEE
IE00BFD2H405,FSKY
IE00BFF5RX68,IUVD
IE00BFF5RZ82,IUMD
IE00BFM15T99,SJPD
IE00BFM6T814,IGAA
IE00BFM6T921,DPYA
IE00BFM6TB42,CRPA
IE00BFM6TC58,DTLA
IE00BFM6TD65,EMCA
IE00BFMKQ930,XYLE
IE00BFMM8Y81,SPEH
IE00BFMM9235,ITEH
IE00BFMNHK08,XZEU
IE00BFMNPS42,XZMU
IE00BFMXVQ44,VMIG
IE00BFMXXD54,VUAA
IE00BFMXYP42,VUKG
IE00BFMXYX26,VJPA
IE00BFMXYY33,VJPE
IE00BFNM3B99,SAUM
IE00BFNM3C07,SMUD
IE00BFNM3D14,SAEU
IE00BFNM3F38,SDUE
IE00BFNM3G45,SASU
IE00BFNM3H51,SDUS
IE00BFNM3J75,SAWD
IE00BFNM3K80,SDWD
IE00BFNM3L97,SAJP
IE00BFNM3M05,SDJP
IE00BFNM3N12,SEDM
IE00BFNM3P36,SAEM
IE00BFRT3W74,ALLE
IE00BFTWP510,ZPRL
IE00BFWFPX50,ZPDK
IE00BFWFPY67,SPFA
IE00BFWXDV39,FVSJ
IE00BFWXDX52,FVUI
IE00BFWXDY69,FVSH
IE00BFXR5Q31,LGUS
IE00BFXR5R48,LGUK
IE00BFXR5S54,LGGL
IE00BFXR5T61,LGJP
IE00BFXR5V83,LGEU
IE00BFXR5W90,LGAP
IE00BFXR6159,ENCO
IE00BFXYHY63,OM3M
IE00BFY0GT14,SPPW
IE00BFY8C754,STE
IE00BFYN8Y92,EMQQ
IE00BFYTYS33,IWVU
IE00BFZPF546,EMGA
IE00BFZXGZ54,EQAC
IE00BG04LT92,XUHE
IE00BG04LZ52,XD9C
IE00BG04M077,XD9E
IE00BG0J4841,SHLD
IE00BG0J4957,HYUS
IE00BG0J4B71,EH1Y
IE00BG0J4C88,LOCK
IE00BG0NY640,ICFP
IE00BG0SKF03,5MVL
IE00BG11HV38,EEWD
IE00BG13YG34,IEQD
IE00BG13YH41,IEDL
IE00BG13YJ64,IEMD
IE00BG13YK79,MVED
IE00BG13YL86,IFSD
IE00BG13YZ23,UFSD
IE00BG143G97,VGER
IE00BG36TC12,XZMJ
IE00BG370F43,XZEM
IE00BG47KB92,VAGE
IE00BG47KH54,VAGF
IE00BG5QQ390,IU0E
IE00BG7PP820,XLCS
IE00BG88WG77,WCOE
IE00BG88WH84,WCOM
IE00BG88WL21,COMS
IE00BG8BCY43,JPSA
IE00BGCSB447,ERNA
IE00BGDPWV87,AYEP
IE00BGDPWW94,ISED
IE00BGDQ0L74,IPRE
IE00BGDQ0T50,SEMD
IE00BGDQ0V72,SUJD
IE00BGH1M568,PRGO
IE00BGHQ0G80,XMAW
IE00BGJWWT11,EIB7
IE00BGJWWV33,EIB5
IE00BGJWWW40,EIBX
IE00BGJWWX56,EIBB
IE00BGJWWY63,EIB3
IE00BGJWX091,XDPD
IE00BGL86Z12,ECAR
IE00BGPP6473,CBUE
IE00BGPP6697,IBB1
IE00BGPP8L80,WMVG
IE00BGQ0J979,EMCH
IE00BGQYRQ28,XUCS
IE00BGQYRR35,XUCD
IE00BGQYRS42,XUTC
IE00BGR7L912,IBTU
IE00BGSF1X88,IB01
IE00BGV5VM45,XUEK
IE00BGV5VN51,XAIX
IE00BGV5VR99,XMOV
IE00BGYWCB81,VEMA
IE00BGYWFK87,VCPA
IE00BGYWFL94,VDCE
IE00BGYWFS63,VUTA
IE00BGYWSV06,VSCA
IE00BGYWSW13,VCDE
IE00BGYWT403,VECA
IE00BH04FZ00,VSCF
IE00BH04GL39,VETA
IE00BH04GW44,VGVA
IE00BH361H73,XDND
IE00BH3YZ803,USML
IE00BH4G7D40,36BA
IE00BH4GPZ28,SPPY
IE00BH4GR342,SPY2
IE00BHJYDV33,DEAM
IE00BHNGHX58,OSX2
IE00BHXMHK04,S5SD
IE00BHXMHL11,S5ESG
IE00BHXMHQ65,S5SG
IE00BHZPHZ28,EMUD
IE00BHZPJ015,EDM4
IE00BHZPJ239,EDM2
IE00BHZPJ346,EEJD
IE00BHZPJ452,EDMJ
IE00BHZPJ569,EDMW
IE00BHZPJ676,EEUD
IE00BHZPJ783,EDM6
IE00BHZPJ890,EEDS
IE00BHZPJ908,EDMU
IE00BHZRQY00,FLXB
IE00BHZRQZ17,FLXI
IE00BHZRR030,FLXK
IE00BHZRR147,FLXC
IE00BHZRR253,FLRG
IE00BJ06C044,JRUD
IE00BJ06C937,JMBA
IE00BJ0KDQ92,XDWD
IE00BJ0KDR00,XD9U
IE00BJ34P519,IRES
IE00BJ38QD84,ZPRR
IE00BJ5CMD00,GSEM
IE00BJ5CNR11,GSLC
IE00BJ5FQX74,UPR
IE00BJ5JNY98,WITS
IE00BJ5JNZ06,WHCS
IE00BJ5JP097,WFNS
IE00BJ5JP105,WENS
IE00BJ5JP212,WCDS
IE00BJ5JP329,WCSS
IE00BJ5JPG56,ICHN
IE00BJ5JPH63,3SUD
IE00BJ5JPJ87,IKSD
IE00BJBLDK52,OUFE
IE00BJGWQN72,WCLD
IE00BJK3WF00,BBIL
IE00BJK55B31,DHYE
IE00BJK55C48,EHYA
IE00BJK9H753,BBUS
IE00BJK9H860,BBUD
IE00BJK9HD13,BBGE
IE00BJK9HH50,BBTR
IE00BJL36X53,ZPR6
IE00BJLKK341,SMUA
IE00BJP26C72,UEDD
IE00BJP26D89,EUED
IE00BJP26F04,UESD
IE00BJQRDK83,ESGW
IE00BJQRDL90,ESGE
IE00BJQRDM08,ESGU
IE00BJQRDN15,IQSA
IE00BJQRDP39,IQSE
IE00BJRCLL96,JPGL
IE00BJSBCS90,CBND
IE00BJSFQW37,36B7
IE00BJSFR200,HYLE
IE00BJXRT698,ZPR1
IE00BJXRZJ40,CYBR
IE00BJXT3B87,4UBK
IE00BJXT3C94,USSRI
IE00BJXT3G33,USSRIE
IE00BJZ2DC62,XRSM
IE00BJZ2DD79,XRS2
IE00BK0TB144,CORC
IE00BK1PV445,XD9D
IE00BK1PV551,XDWL
IE00BK4W7N32,SUOU
IE00BK5BC677,DOCT
IE00BK5BC891,GLUG
IE00BK5BCH80,RENW
IE00BK5BQT80,VWRA
IE00BK5BQV03,VHVE
IE00BK5BQW10,VNRA
IE00BK5BQX27,VWCG
IE00BK5BQY34,VERE
IE00BK5BQZ41,VAPU
IE00BK5BR626,VHYA
IE00BK5BR733,VFEA
IE00BK5H8015,ZPDX
IE00BK5LYT47,MXUD
IE00BK72HH44,SRIW
IE00BK72HJ67,WSRIA
IE00BK72HM96,WSRIE
IE00BK7Y2P34,SGLU
IE00BK80XL30,MCHN
IE00BK8JH525,SPFD
IE00BK95B138,GOVT
IE00BK9ZQ967,TT
IE00BKBF6616,CEUU
IE00BKBF6H24,IWLE
IE00BKF09C98,DHYD
IE00BKFB6K94,CNUA
IE00BKFB6L02,CCMCUA
IE00BKKCKJ46,JGHY
IE00BKKKWJ26,SUOA
IE00BKLC5874,EHYD
IE00BKLF1R75,VOLT
IE00BKLTRN76,RIEU
IE00BKLWY790,RIUS
IE00BKM4GZ66,EMIM
IE00BKM4H197,CEMG
IE00BKM4H312,HDIQ
IE00BKP5L409,IMBE
IE00BKP5L730,GMES
IE00BKPSFC54,WQDA
IE00BKPSFD61,CYBA
IE00BKPSPT20,FCSG
IE00BKPT2S34,IS3V
IE00BKPT2T41,IGAE
IE00BKPTXQ89,MMLP
IE00BKPX3K41,IFFI
IE00BKRWN659,DDBB
IE00BKS2X317,FSOV
IE00BKS7L097,SPXE
IE00BKS8QM96,3BTS
IE00BKS8QN04,3BUS
IE00BKS8QQ35,3GIS
IE00BKS8QT65,3TYS
IE00BKSBGS44,FUSR
IE00BKSBGT50,FEUR
IE00BKSBGV72,FGLR
IE00BKSCBX74,WSCSRI
IE00BKT09032,3TYL
IE00BKT09149,3BTL
IE00BKT09255,3BUL
IE00BKT09479,3GIL
IE00BKT1CS59,SNAZ
IE00BKT6BH25,IX5A
IE00BKT6FT27,IGLE
IE00BKT6FV49,SJPE
IE00BKT6RT64,CYBU
IE00BKTLJB70,CT2B
IE00BKTLJC87,CITY
IE00BKVD2N49,STXN
IE00BKVKW020,FVD
IE00BKVL7331,MVEA
IE00BKVL7778,MVEW
IE00BKVL7D31,MVEE
IE00BKW9SX35,SPLW
IE00BKWD3743,TREL
IE00BKWD3966,EHBD
IE00BKWD3B81,EHBA
IE00BKWD3C98,TREI
IE00BKWQ0C77,SPYR
IE00BKWQ0D84,SPYC
IE00BKWQ0G16,STZ
IE00BKWQ0H23,SPYH
IE00BKWQ0J47,SPYQ
IE00BKWQ0K51,STK
IE00BKWQ0L68,SPYP
IE00BKWQ0M75,SMC
IE00BKWQ0N82,SPYT
IE00BKWQ0P07,SPYU
IE00BKWQ0Q14,SPYE
IE00BKX55Q28,VMID
IE00BKX55R35,VDNR
IE00BKX55S42,VERX
IE00BKX55T58,VDEV
IE00BKX8G916,G500
IE00BKX90X67,TINE
IE00BKY40J65,HSUD
IE00BKY4W127,PCOM
IE00BKY55S33,HSJD
IE00BKY55W78,HSEU
IE00BKY58G26,HSXD
IE00BKY59G90,HSEM
IE00BKY59K37,HSWD
IE00BKYC3F77,CMPR
IE00BKZGB098,HWWA
IE00BL0L0D23,FTCS
IE00BL25JL35,XDEQ
IE00BL25JM42,XDEV
IE00BL25JN58,XDEB
IE00BL25JP72,XDEM
IE00BL58LJ19,XZBU
IE00BL58LL31,XZBE
IE00BL643144,ROE
IE00BL6K6H97,TIGR
IE00BL6K8C82,EUPB
IE00BL6K8D99,EMPA
IE00BL977C92,ICHD
IE00BLCH1X54,T1EU
IE00BLCHJ534,PAVE
IE00BLCHJB90,BOTZ
IE00BLCHJH52,RNRG
IE00BLCHJN13,LITU
IE00BLCHJT74,SNSR
IE00BLCHJZ35,FINX
IE00BLDGH447,SECD
IE00BLDGH553,SECA
IE00BLDGHT92,E50PW
IE00BLF7VX27,SPPU
IE00BLLZQ805,MAGR
IE00BLLZQS08,MODR
IE00BLNMYC90,XDEW
IE00BLNN3691,0WE
IE00BLP53M98,MACV
IE00BLP58571,IR5B
IE00BLPK3577,WCBR
IE00BLR6Q544,HERU
IE00BLR6QB00,EDOC
IE00BLRB0028,GCED
IE00BLRB0242,GCLE
IE00BLRPN388,FEMR
IE00BLRPPV00,VDST
IE00BLRPQL76,DRGN
IE00BLRPQP15,EMD5
IE00BLRPRD67,USDC
IE00BLRPRF81,EMUS
IE00BLRPRJ20,QQQS
IE00BLRPRK35,3BRS
IE00BLRPRL42,QQQ3
IE00BLRPRR04,LVNG
IE00BLS09N40,3BAL
IE00BLSN7P11,SPESGE
IE00BLSN7W87,SPELE
IE00BLSNMW37,BUYB
IE00BM67HJ62,XDEX
IE00BM67HK77,XDWH
IE00BM67HL84,XDWF
IE00BM67HM91,XDW0
IE00BM67HN09,XDWS
IE00BM67HP23,XDWC
IE00BM67HQ30,XDWU
IE00BM67HR47,XWTS
IE00BM67HS53,XDWM
IE00BM67HT60,XDWT
IE00BM67HV82,XDWI
IE00BM67HW99,XDPE
IE00BM67HX07,XDPG
IE00BM8QRY62,SPED
IE00BM8QRZ79,ISUN
IE00BM8QS095,MCHT
IE00BM8R0J59,QYLD
IE00BM8R0N95,GNOM
IE00BM97MR69,XT01
IE00BM9GRM34,FSMF
IE00BM9GRP64,FSEM
IE00BM9TSP27,XSOE
IE00BMBKBZ46,IUHE
IE00BMC38736,SMH
IE00BMC5DV85,UEQV
IE00BMC7BF44,CGBI
IE00BMCZLH06,UEEG
IE00BMCZLJ20,UEEH
IE00BMD8KP97,EQQJ
IE00BMDBMG37,IDSE
IE00BMDBMK72,PCELUSD
IE00BMDBMN04,GRON
IE00BMDBMT65,ESPJ
IE00BMDBMV87,ESGJ
IE00BMDBMW94,ESEU
IE00BMDBMX02,EEMU1EUR
IE00BMDBMY19,ESEM
IE00BMDFDY08,UEEF
IE00BMDH1538,HDRO
IE00BMDKNW35,DAPP
IE00BMDPBY65,FLXP
IE00BMDPBZ72,FLX5
IE00BMDV7354,JREA
IE00BMDV7578,JREC
IE00BMDWYZ92,JPCT
IE00BMFKG444,XNAS
IE00BMFNW783,TRYP
IE00BMG6Z448,EXCH
IE00BMGNVD65,AGUG
IE00BMH5VP31,MVWE
IE00BMH5XY61,EBIZ
IE00BMH5Y327,VPN
IE00BMH5Y871,BUG
IE00BMH5YF48,CLO6
IE00BMH5YL08,CTEK
IE00BMH5YR69,DRVE
IE00BMP3HG27,UBUM
IE00BMP3HN93,UKSR
IE00BMQ5Y557,TCRS
IE00BMTM6B32,3OIL
IE00BMTM6D55,3BRL
IE00BMTX1Y45,I500
IE00BMTX2B82,IAEA
IE00BMVB5K07,V20A
IE00BMVB5L14,V20D
IE00BMVB5M21,V40A
IE00BMVB5N38,V40D
IE00BMVB5P51,V60A
IE00BMVB5Q68,V60D
IE00BMVB5R75,V80A
IE00BMVB5S82,V80D
IE00BMW42074,ESIS
IE00BMW42181,ESIH
IE00BMW42298,ESIC
IE00BMW42306,ESIF
IE00BMW42413,ESIT
IE00BMW42520,ESIN
IE00BMW42637,ESIE
IE00BMWXKN31,HSTE
IE00BMX0B524,VGUE
IE00BMX0B631,VDTE
IE00BMX0DF60,UMDV
IE00BMXC7V63,UPAB
IE00BMXC7W70,WPAB
IE00BMY76136,XZWE
IE00BMYDM794,HTWO
IE00BMYDM802,LDUK
IE00BMYDM919,LDEU
IE00BMYDMB35,LDAP
IE00BMYDMC42,LDEM
IE00BMYMHS24,AMAL
IE00BMZ17T93,SGWS
IE00BMZ17W23,SESW
IE00BMZ17X30,SUWU
IE00BN2BCY94,XDRE
IE00BN4GXL63,TABC
IE00BN4PXC48,AW11
IE00BN4Q0370,AW10
IE00BN4Q0602,AW16
IE00BN4Q0933,AW13
IE00BN4Q0L55,AW1Z
IE00BN4Q0P93,ACPA
IE00BN4Q0X77,AW15
IE00BN92ZL31,WPAD
IE00BN940Z87,UBF6
IE00BN941009,UBF7
IE00BNC0M350,USESGA
IE00BNC0M913,EUESG
IE00BNC0MD55,JPESG
IE00BNC0MH93,EMXCNS
IE00BNC1F287,CLMA
IE00BNC1G699,XZEZ
IE00BNC1G707,XUCM
IE00BNDS1P30,V3GF
IE00BNDS1Q47,V3GE
IE00BNG8L278,V3AB
IE00BNG8L385,V3AM
IE00BNGFMX61,FJPR
IE00BNGFMY78,FPXR
IE00BNGJJT35,SPEQ
IE00BNH72088,ZPRC
IE00BNKF6C99,XZEC
IE00BNRQM384,EQQS
IE00BNTVVR89,ESGO
IE00BP2C0316,HPAE
IE00BP2C1S34,HPAU
IE00BP2C1V62,HPAW
IE00BP2NF958,JREJ
IE00BP3QZ601,IWQU
IE00BP3QZ825,IWMO
IE00BP3QZB59,IWVL
IE00BP3QZD73,IWSZ
IE00BP3QZJ36,ISFR
IE00BP46NG52,ZPR5
IE00BP8FKB21,XREA
IE00BP9F2J32,LDCE
IE00BPRCH686,S400
IE00BPVLQD13,XDNY
IE00BPVLQF37,XDNG
IE00BQN1K562,IEFQ
IE00BQN1K786,IEFM
IE00BQN1K901,IEVL
IE00BQN1KC32,IEFS
IE00BQQP9F84,GDX
IE00BQQP9G91,GDXJ
IE00BQQP9H09,MOAT
IE00BQQPV184,SPF6
IE00BQT3WG13,CNYA
IE00BQWJFQ70,ZPRI
IE00BQXKVQ19,XGLF
IE00BQZJBM26,DGSE
IE00BQZJBQ63,DHS
IE00BQZJBX31,EEI
IE00BQZJC527,DFE
IE00BRB36B93,XDNE
IE00BRHZ0398,UKRE
IE00BRKWGL70,E500
IE00BS7K8821,SYB4
IE00BSJCQV56,ZPRP
IE00BSKRJX20,IS05
IE00BSKRJZ44,IDTL
IE00BSKRK281,IS06
IE00BSPLC298,ZPRX
IE00BSPLC306,ZPRW
IE00BSPLC413,ZPRV
IE00BSPLC520,ZPRU
IE00BTGD1B38,XDNU
IE00BTJRMP35,XMME
IE00BTN1Y115,MDT
IE00BVFZGC04,WTID
IE00BVFZGD11,BRND
IE00BVGC6645,NS4E
IE00BVXBH163,HEDJ
IE00BVXC4854,DXJ
IE00BVZ6SP04,PJSR
IE00BWB8X525,PTSB
IE00BWBXM278,ZPDD
IE00BWBXM385,ZPDS
IE00BWBXM492,ZPDE
IE00BWBXM500,ZPDF
IE00BWBXM617,ZPDH
IE00BWBXM724,ZPDI
IE00BWBXM831,ZPDM
IE00BWBXM948,ZPDT
IE00BWBXMB69,ZPDU
IE00BWK1SP74,EMUC
IE00BWT3KJ20,ULOVE
IE00BWT3KL42,UPVLE
IE00BWT3KN65,UQLTE
IE00BWT6H894,PPB
IE00BWTN6Y99,HDLV
IE00BWTNM743,FJPJPY
IE00BWTNM966,FTGG
IE00BWZN1T31,EMUU
IE00BX7RQY03,ULOVD
IE00BX7RR706,UPVLD
IE00BX7RRJ27,UQLTD
IE00BXDZNK39,UQLTH
IE00BY7QL619,JCI
IE00BYM31M36,WING
IE00BYM8JD58,XRES
IE00BYMB4Q22,ITBL
IE00BYML9W36,SPXD
IE00BYMLZY74,WCOA
IE00BYMS5W68,FTEK
IE00BYNXNS22,5BTS
IE00BYNXPH56,5BUS
IE00BYNXPJ70,5TYS
IE00BYPC1H27,CNYB
IE00BYPHT736,XDEP
IE00BYPLS672,ISPY
IE00BYQCZF74,DXJP
IE00BYQCZJ13,DXJF
IE00BYQCZN58,DXJZ
IE00BYQCZQ89,HEDP
IE00BYQCZX56,HEDF
IE00BYSX4176,FEUI
IE00BYSX4283,FEQD
IE00BYSX4739,FEME
IE00BYSX4846,FEMI
IE00BYSZ5R67,SPP3
IE00BYSZ5T81,SPP7
IE00BYSZ5V04,SPPX
IE00BYSZ6062,SYBV
IE00BYT5CV85,CCXAE
IE00BYTBXV33,0RYA
IE00BYTH5263,SPF7
IE00BYTH5370,SPF8
IE00BYTH5487,SPF5
IE00BYTH5594,SPFW
IE00BYTH5602,SPPQ
IE00BYTH5719,SPF9
IE00BYTH5R14,ZPD6
IE00BYTH5S21,ZPD3
IE00BYTH5T38,ZPD9
IE00BYTH6121,FGBL
IE00BYTH6238,FPXU
IE00BYTRR640,WCOD
IE00BYTRR756,WCOS
IE00BYTRR863,WNRG
IE00BYTRR970,WFIN
IE00BYTRRB94,WHEA
IE00BYTRRC02,WIND
IE00BYTRRD19,WTCH
IE00BYTRRF33,WMAT
IE00BYTRRG40,WTEL
IE00BYTRRH56,WUTI
IE00BYTYHM11,3EMS
IE00BYTYHN28,3EML
IE00BYV12Y75,SYBR
IE00BYV1Y969,FUSU
IE00BYV1YH46,FGEU
IE00BYVJRP78,SUSM
IE00BYVJRR92,SUAS
IE00BYVQ9F29,NQSE
IE00BYVTMS52,EQEU
IE00BYVTMZ20,FAEU
IE00BYVZV757,J13E
IE00BYWQWR46,ESPO
IE00BYWZ0333,RBOD
IE00BYWZ0440,HYLA
IE00BYX2JD69,SUSW
IE00BYX5K108,MXUK
IE00BYX8XC17,SUJP
IE00BYX8XD24,SPME
IE00BYXG2H39,BTEK
IE00BYXPSP02,IBTA
IE00BYXPXK00,IS07
IE00BYXPXL17,SXR0
IE00BYXVGX24,FUSD
IE00BYXVGY31,FUSA
IE00BYXVGZ48,FGQI
IE00BYXVWC37,STHS
IE00BYXYX521,XAAG
IE00BYXYX745,EMID
IE00BYXYYJ35,LQDA
IE00BYXYYK40,JPEA
IE00BYXYYL56,IHYA
IE00BYXYYM63,IUAA
IE00BYXYYN70,IMBA
IE00BYXYYP94,SDIA
IE00BYXZ2585,CEUD
IE00BYYHSM20,EQDS
IE00BYYHSQ67,WQDV
IE00BYYLVJ24,BCFE
IE00BYYR0489,IKSA
IE00BYYW2V44,SPPE
IE00BYYXBF44,EMHD
IE00BYZ28V50,IGLA
IE00BYZ28W67,ISFD
IE00BYZK4552,RBOT
IE00BYZK4669,AGED
IE00BYZK4883,DGTL
IE00BYZNF849,XIFE
IE00BYZTVT56,SUOE
IE00BYZTVV78,SUSS
IE00BZ02LR44,XZW0
IE00BZ036H21,XDGU
IE00BZ036J45,XDGE
IE00BZ043R46,AGGU
IE00BZ048462,FLOT
IE00BZ048579,SUSU
IE00BZ0G8860,LUSC
IE00BZ0G8977,TIPS
IE00BZ0G8B96,ZPDJ
IE00BZ0G8C04,ZPDW
IE00BZ0PKS76,IFSU
IE00BZ0PKT83,IFSW
IE00BZ0PKV06,FSEU
IE00BZ0XVG69,COCB
IE00BZ163G84,VECP
IE00BZ163H91,VETY
IE00BZ163K21,VUCP
IE00BZ163L38,VEMT
IE00BZ163M45,VUTY
IE00BZ171348,GAAA
IE00BZ173T46,SRIL
IE00BZ173V67,3SUR
IE00BZ173W74,HLQD
IE00BZ17CN18,SDHA
IE00BZ1GHD37,WCOG
IE00BZ1NCS44,ROLL
IE00BZ2GV965,CCXAA
IE00BZ4BMM98,EUHD
IE00BZ56RG20,DGRA
IE00BZ56RN96,GGRW
IE00BZ56SW52,GGRA
IE00BZ56TQ67,EGRG
IE00BZ6V7883,IMBS
IE00BZCQB185,NDIA
IL0010811243,ESLT
IL0010823123,MGIC
IL0010823792,TSEM
IL0010824113,CPW
IL0010825102,GSA
IL0010826357,NUR
IL0010826688,RDCM
IL0010826928,SILC
IL0010828585,WILC
IL0010829658,AUDC
IL0010830961,50S
IL0010834765,RDWR
IL0010845571,NMR
IL0010849045,BVC
IL0010851660,GGN
IL0010952641,CAMT
IL0010958192,IW2
IL0010958762,MWE
IL0010996549,ALLT
IL0011015349,CELJF
IL0011216723,KRNT
IL0011259137,CSTE
IL0011267213,SSYS
IL0011284465,PLUS
IL0011313900,GLMD
IL0011316309,MDWD
IL0011319527,ENLV
IL0011336851,MBAI
IL0011407140,URGN
IL0011410359,ENET
IL0011417206,SLGL
IL0011429839,ENTX
IL0011582033,FVRR
IL0011595993,INMD
IL0011751653,SMWB
IL0011762130,MNDY
IL0011786493,RSKD
IL0011794802,CLBT
IL0011832438,BMR
IL0011948283,5FC0
IL0011974909,ODD
IL0012165630,NEXN
IL0065100930,ZIM
IM00B1H1XF89,HSD
IM00B5VQMV65,GMVHF
IM00B7S9G985,PTEC
IT0000060886,FNM
IT0000062072,G
IT0000062957,MB
IT0000066123,BPE
IT0000066180,BRI
IT0000070786,CIR
IT0000072170,FBK
IT0000072618,IES
IT0000076536,SGF
IT0000784196,BPSO
IT0001006128,ADB
IT0001031084,B7A
IT0001033700,BAN
IT0001073045,PRO
IT0001078911,IP
IT0001128047,CMB
IT0001157020,ERG
IT0001206769,SOL
IT0001207098,ACE
IT0001214433,ICOP
IT0001233417,A2A
IT0001237053,EM
IT0001250932,HER
IT0001268561,BEC
IT0001347308,BZZUF
IT0001382024,AC5
IT0001384590,AEF
IT0001402269,RN
IT0001413837,IMS
IT0001447785,MJE
IT0001454435,TXE
IT0001469995,DIB
IT0001472171,CED
IT0003027817,IRDEF
IT0003056386,PINF
IT0003057624,ITW
IT0003073266,PIA
IT0003097257,BSS
IT0003115950,DELHF
IT0003121677,CE
IT0003127930,CALT
IT0003128367,ENEL
IT0003132476,ENI
IT0003153415,SNMRF
IT0003153621,TIP
IT0003188064,IF
IT0003203947,GE
IT0003217335,BO
IT0003261697,AZM
IT0003365613,FM
IT0003372205,EDNR
IT0003428445,MARR
IT0003497168,TIT
IT0003497176,TIAJF
IT0003549422,SL
IT0003621783,SSL
IT0003697080,GXSBF
IT0003796171,PST
IT0003828271,REC
IT0003850929,EP4A
IT0003856405,FMNB
IT0003865570,WBD
IT0003874101,1913
IT0003895668,E5T
IT0004053440,DT8A
IT0004056880,AMFPF
IT0004125677,MASI
IT0004147952,NWRN
IT0004171440,ZV
IT0004176001,PRY
IT0004240443,PQ
IT0004329733,CI1A
IT0004496029,EXAI
IT0004552359,KME
IT0004585243,TES
IT0004604762,S5U5
IT0004674666,FARM
IT0004712375,SFER
IT0004764699,BC
IT0004776628,BMED
IT0004931058,3OY1
IT0004931496,RCS
IT0004967292,FILA
IT0004998065,ANIM
IT0005013013,ZEST
IT0005037210,TNXT
IT0005043507,OVS
IT0005054967,RWAY
IT0005107492,LUVE
IT0005108219,IGV
IT0005119810,AVIO
IT0005138703,ORS
IT0005162406,TGYM
IT0005176406,ENAV
IT0005186371,DNR
IT0005211237,IG
IT0005218380,BAMI
IT0005239360,CRIN
IT0005241192,ECNL
IT0005244402,BFF
IT0005245508,INDB
IT0005278236,2PI
IT0005282865,REY
IT0005283640,SERI
IT0005312027,EQUI
IT0005322612,IF81
IT0005324105,MLLAB
IT0005336521,MLITN
IT0005337818,ITD
IT0005345233,GHC
IT0005359192,ILTY
IT0005366601,AV
IT0005366767,NEXI
IT0005383291,YACHT
IT0005385213,NWL
IT0005411209,GVS
IT0005412298,INC
IT0005412504,CY4
IT0005422768,TFIN
IT0005430936,EVISO
IT0005438046,IOT
IT0005439085,TISG
IT0005440893,WIIT
IT0005445280,ABT
